geo,month,hicp_i15,hicp_2021_100
HU,2023-08,162.37,136.39571024556884
HU,2023-09,162.49,136.49651387449947
HU,2023-10,162.1,136.1689020804749
HU,2023-11,162.07,136.14370117324225
HU,2023-12,161.55,135.70688544787612
HU,2024-01,162.62,136.605717805841
HU,2024-02,163.78,137.58015288550388
HU,2024-03,165.12,138.7057934085627
HU,2024-04,166.34,139.7306303026909
HU,2024-05,166.3,139.69702909304735
HU,2024-06,166.33,139.72223000028
HU,2024-07,167.72,140.88987203539327
HU,2024-08,167.84,140.9906756643239
HU,2024-09,167.42,140.63786296306665
HU,2024-10,167.54,140.7386665919973
HU,2024-11,168.42,141.47789320415535
HU,2024-12,169.3,142.21711981631339
HU,2025-01,171.85,144.3591969310895
HU,2025-02,173.11,145.41763503486126
HU,2025-03,173.12,145.42603533727214
HU,2025-04,173.32,145.59404138548985
HU,2025-05,173.72,145.93005348192534
HU,2025-06,174.03,146.19046285666283
HU,2025-07,174.8,146.83728614230114
HU,2025-08,174.87,146.89608825917733
HU,2025-09,174.55,146.62727858202896
HU,2025-10,174.61,146.67768039649428
HU,2025-11,174.66,146.7196819085487
HU,2025-12,174.86,146.88768795676646
IE,2020-01,101.1,97.55548407848183
IE,2020-02,101.7,98.13444837568352
IE,2020-03,102.1,98.52042457381796
IE,2020-04,101.7,98.13444837568352
IE,2020-05,101.1,97.55548407848183
IE,2020-06,101.5,97.94146027661628
IE,2020-07,101.3,97.74847217754905
IE,2020-08,101.2,97.65197812801544
IE,2020-09,100.8,97.266001929881
IE,2020-10,100.3,96.78353168221292
IE,2020-11,100.6,97.07301383081376
IE,2020-12,100.8,97.266001929881
IE,2021-01,101.0,97.45899002894822
IE,2021-02,101.3,97.74847217754905
IE,2021-03,102.2,98.61691862335157
IE,2021-04,102.8,99.19588292055323
IE,2021-05,103.0,99.38887101962047
IE,2021-06,103.1,99.48536506915407
IE,2021-07,103.5,99.87134126728853
IE,2021-08,104.2,100.54679961402383
IE,2021-09,104.6,100.93277581215825
IE,2021-10,105.4,101.70472820842716
IE,2021-11,106.0,102.28369250562884
IE,2021-12,106.5,102.76616275329688
IE,2022-01,106.1,102.38018655516244
IE,2022-02,107.1,103.34512705049856
IE,2022-03,109.3,105.46799614023803
IE,2022-04,110.3,106.43293663557414
IE,2022-05,111.5,107.5908652299775
IE,2022-06,113.0,109.03827597298168
IE,2022-07,113.4,109.42425217111614
IE,2022-08,113.6,109.61724027018333
IE,2022-09,113.6,109.61724027018333
IE,2022-10,115.3,111.25763911225475
IE,2022-11,115.5,111.45062721132197
IE,2022-12,115.2,111.16114506272115
IE,2023-01,114.1,110.0997105178514
IE,2023-02,115.8,111.7401093599228
IE,2023-03,116.9,112.80154390479255
IE,2023-04,117.2,113.09102605339338
IE,2023-05,117.5,113.38050820199422
IE,2023-06,118.4,114.24895464779674
IE,2023-07,118.6,114.44194274686394
IE,2023-08,119.2,115.02090704406562
IE,2023-09,119.3,115.11740109359923
IE,2023-10,119.5,115.31038919266645
IE,2023-11,118.4,114.24895464779674
IE,2023-12,118.9,114.7314248954648
IE,2024-01,117.2,113.09102605339338
IE,2024-02,118.5,114.34544869733034
IE,2024-03,118.9,114.7314248954648
IE,2024-04,119.1,114.924412994532
IE,2024-05,119.8,115.5998713412673
IE,2024-06,120.2,115.98584753940176
IE,2024-07,120.4,116.17883563846898
IE,2024-08,120.5,116.27532968800259
IE,2024-09,119.3,115.11740109359923
IE,2024-10,119.6,115.40688324220008
IE,2024-11,119.0,114.8279189449984
IE,2024-12,120.1,115.88935348986813
IE,2025-01,119.2,115.02090704406562
IE,2025-02,120.2,115.98584753940176
IE,2025-03,121.0,116.75779993567063
IE,2025-04,121.5,117.24027018333871
IE,2025-05,121.5,117.24027018333871
IE,2025-06,122.1,117.81923448054037
IE,2025-07,122.3,118.0122225796076
IE,2025-08,122.8,118.49469282727566
IE,2025-09,122.5,118.20521067867482
IE,2025-10,123.0,118.68768092634288
IE,2025-11,122.7,118.39819877774205
IE,2025-12,123.4,119.07365712447732
IT,2020-01,101.9,97.02451797191146
IT,2020-02,101.4,96.5484408474173
IT,2020-03,103.6,98.64318019519163
IT,2020-04,104.1,99.1192573196858
IT,2020-05,103.8,98.83361104498928
IT,2020-06,103.8,98.83361104498928
IT,2020-07,103.1,98.16710307069746
IT,2020-08,101.8,96.92930254701263
IT,2020-09,102.7,97.78624137110214
IT,2020-10,103.3,98.35753392049511
IT,2020-11,103.3,98.35753392049511
IT,2020-12,103.5,98.5479647702928
IT,2021-01,102.6,97.6910259462033
IT,2021-02,102.4,97.50059509640563
IT,2021-03,104.2,99.21447274458464
IT,2021-04,105.1,100.07141156867412
IT,2021-05,105.0,99.9761961437753
IT,2021-06,105.2,100.16662699357298
IT,2021-07,104.1,99.1192573196858
IT,2021-08,104.3,99.30968816948345
IT,2021-09,105.7,100.64270411806713
IT,2021-10,106.6,101.49964294215663
IT,2021-11,107.3,102.16615091644847
IT,2021-12,107.8,102.64222804094263
IT,2022-01,107.8,102.64222804094263
IT,2022-02,108.7,103.49916686503215
IT,2022-03,111.3,105.97476791240182
IT,2022-04,111.7,106.35562961199716
IT,2022-05,112.7,107.3077838609855
IT,2022-06,114.1,108.64079980956916
IT,2022-07,112.8,107.40299928588432
IT,2022-08,113.8,108.35515353487266
IT,2022-09,115.6,110.06903118305166
IT,2022-10,120.0,114.25850987860034
IT,2022-11,120.8,115.02023327779101
IT,2022-12,121.1,115.3058795524875
IT,2023-01,119.3,113.59200190430852
IT,2023-02,119.4,113.68721732920734
IT,2023-03,120.3,114.54415615329685
IT,2023-04,121.3,115.49631040228519
IT,2023-05,121.7,115.8771721018805
IT,2023-06,121.8,115.97238752677934
IT,2023-07,119.9,114.16329445370152
IT,2023-08,120.1,114.35372530349916
IT,2023-09,122.1,116.25803380147583
IT,2023-10,122.2,116.35324922637469
IT,2023-11,121.5,115.68674125208285
IT,2023-12,121.7,115.8771721018805
IT,2024-01,120.4,114.63937157819568
IT,2024-02,120.4,114.63937157819568
IT,2024-03,121.8,115.97238752677934
IT,2024-04,122.4,116.54368007617235
IT,2024-05,122.7,116.82932635086884
IT,2024-06,122.9,117.01975720066653
IT,2024-07,121.8,115.97238752677934
IT,2024-08,121.6,115.78195667698168
IT,2024-09,123.0,117.11497262556536
IT,2024-10,123.4,117.49583432516069
IT,2024-11,123.3,117.40061890026186
IT,2024-12,123.4,117.49583432516069
IT,2025-01,122.4,116.54368007617235
IT,2025-02,122.5,116.63889550107118
IT,2025-03,124.4,118.44798857414902
IT,2025-04,124.9,118.9240656986432
IT,2025-05,124.8,118.82885027374435
IT,2025-06,125.1,119.11449654844087
IT,2025-07,123.9,117.97191144965487
IT,2025-08,123.6,117.68626517495835
IT,2025-09,125.2,119.2097119733397
IT,2025-10,125.0,119.01928112354203
IT,2025-11,124.7,118.73363484884551
IT,2025-12,124.9,118.9240656986432
LT,2020-01,110.81,95.73631690353794
LT,2020-02,110.84,95.76223594971705
LT,2020-03,110.69,95.63264071882153
LT,2020-04,110.86,95.77951531383646
LT,2020-05,110.34,95.33025184673204
LT,2020-06,110.81,95.73631690353794
LT,2020-07,110.53,95.49440580586635
LT,2020-08,110.32,95.31297248261264
LT,2020-09,110.66,95.60672167264244
LT,2020-10,110.65,95.59808199058276
LT,2020-11,110.49,95.45984707762753
LT,2020-12,110.54,95.50304548792604
LT,2021-01,111.05,95.94366927297074
LT,2021-02,111.33,96.18558037064236
LT,2021-03,112.43,97.13594539720938
LT,2021-04,113.57,98.1208691520152
LT,2021-05,114.19,98.6565294397166
LT,2021-06,114.74,99.13171195300012
LT,2021-07,115.3,99.61553414834333
LT,2021-08,115.79,100.03887856926865
LT,2021-09,117.72,101.70633720679079
LT,2021-10,119.69,103.40835457255173
LT,2021-11,120.76,104.33280055293966
LT,2021-12,122.37,105.72378936455138
LT,2022-01,124.68,107.71955592034213
LT,2022-02,126.87,109.61164629141646
LT,2022-03,129.93,112.25538900168475
LT,2022-04,132.4,114.38939047043068
LT,2022-05,135.3,116.89489826774376
LT,2022-06,138.31,119.4954425677135
LT,2022-07,139.36,120.40260918398205
LT,2022-08,140.18,121.11106311287745
LT,2022-09,144.23,124.61013434705602
LT,2022-10,146.15,126.26895330251845
LT,2022-11,146.63,126.68365804138406
LT,2022-12,146.82,126.84781200051837
LT,2023-01,147.75,127.65130243207051
LT,2023-02,148.73,128.4979912739211
LT,2023-03,149.7,129.33604043371204
LT,2023-04,150.0,129.59523089550305
LT,2023-05,149.82,129.43971661842843
LT,2023-06,149.67,129.31012138753292
LT,2023-07,149.35,129.03365156162252
LT,2023-08,149.13,128.84357855630913
LT,2023-09,150.17,129.74210549051793
LT,2023-10,150.68,130.18272927556268
LT,2023-11,150.07,129.65570866992093
LT,2023-12,149.17,128.8781372845479
LT,2024-01,149.34,129.02501187956284
LT,2024-02,150.38,129.92353881377164
LT,2024-03,150.27,129.82850231111496
LT,2024-04,150.66,130.16544991144326
LT,2024-05,151.11,130.5542356041298
LT,2024-06,151.18,130.61471337854766
LT,2024-07,151.0,130.45919910147305
LT,2024-08,150.25,129.81122294699554
LT,2024-09,150.79,130.27776577821933
LT,2024-10,150.88,130.35552291675666
LT,2024-11,151.72,131.08125620977148
LT,2024-12,151.95,131.27996889714458
LT,2025-01,154.41,133.4053306838308
LT,2025-02,155.14,134.03602747418893
LT,2025-03,155.78,134.58896712600975
LT,2025-04,156.1,134.86543695192017
LT,2025-05,155.67,134.49393062335304
LT,2025-06,156.0,134.77904013132317
LT,2025-07,156.19,134.94319409045747
LT,2025-08,155.71,134.52848935159187
LT,2025-09,156.37,135.09870836753208
LT,2025-10,156.52,135.2283035984276
LT,2025-11,157.12,135.7466845220096
LT,2025-12,156.83,135.4961337422783
LV,2020-01,108.85,97.06977400920016
LV,2020-02,109.04,97.23921137311149
LV,2020-03,109.35,97.5156618089668
LV,2020-04,108.78,97.00734971723283
LV,2020-05,108.5,96.7576525493635
LV,2020-06,108.68,96.9181721572795
LV,2020-07,108.99,97.19462259313481
LV,2020-08,108.53,96.78440581734951
LV,2020-09,108.45,96.71306376938685
LV,2020-10,108.32,96.59713294144751
LV,2020-11,107.97,96.28501148161085
LV,2020-12,107.95,96.26717596962018
LV,2021-01,108.36,96.63280396542883
LV,2021-02,108.83,97.05193849720949
LV,2021-03,109.66,97.79211224482214
LV,2021-04,110.65,98.67497008836011
LV,2021-05,111.27,99.22787096007075
LV,2021-06,111.6,99.52215690791674
LV,2021-07,112.04,99.91453817171141
LV,2021-08,112.46,100.28908392351539
LV,2021-09,113.53,101.24328381501601
LV,2021-10,114.78,102.35800331443265
LV,2021-11,115.99,103.43705178986795
LV,2021-12,116.46,103.8561863216486
LV,2022-01,116.44,103.83835080965792
LV,2022-02,118.39,105.57731322874788
LV,2022-03,122.24,109.0106492869511
LV,2022-04,125.09,111.55220974562103
LV,2022-05,129.93,115.86840364736221
LV,2022-06,133.08,118.67749678589212
LV,2022-07,135.95,121.23689275655269
LV,2022-08,136.51,121.73628709229133
LV,2022-09,138.56,123.56442707133463
LV,2022-10,139.72,124.59888676679324
LV,2022-11,141.2,125.91871465410253
LV,2022-12,140.57,125.35689602639657
LV,2023-01,141.3,126.00789221405589
LV,2023-02,142.19,126.80157249764052
LV,2023-03,143.26,127.75577238914116
LV,2023-04,143.83,128.26408448087517
LV,2023-05,145.92,130.12789548389975
LV,2023-06,143.9,128.3265087728425
LV,2023-07,144.99,129.29854417633376
LV,2023-08,144.2,128.59404145270247
LV,2023-09,143.48,127.95196302103848
LV,2023-10,142.93,127.46148644129518
LV,2023-11,142.81,127.35447336935117
LV,2023-12,141.77,126.42702674583654
LV,2024-01,142.87,127.40797990532317
LV,2024-02,142.99,127.51499297726718
LV,2024-03,144.67,129.0131759844831
LV,2024-04,145.43,129.69092544012844
LV,2024-05,145.99,130.19031977586707
LV,2024-06,145.99,130.19031977586707
LV,2024-07,146.09,130.2794973358204
LV,2024-08,145.49,129.74443197610043
LV,2024-09,145.73,129.9584581199884
LV,2024-10,145.92,130.12789548389975
LV,2024-11,146.08,130.2705795798251
LV,2024-12,146.54,130.6807963556104
LV,2025-01,147.24,131.30503927528372
LV,2025-02,148.33,132.27707467877502
LV,2025-03,149.67,133.47205398214962
LV,2025-04,151.3,134.92564820938892
LV,2025-05,151.37,134.98807250135624
LV,2025-06,151.7,135.28235844920223
LV,2025-07,151.84,135.4072070331369
LV,2025-08,151.6,135.1931808892489
LV,2025-09,151.78,135.3537004971649
LV,2025-10,152.16,135.69257522498756
LV,2025-11,151.64,135.22885191323024
LV,2025-12,151.58,135.17534537725825
SE,2020-01,106.73,96.59989138960961
SE,2020-02,107.21,97.03433295118565
SE,2020-03,106.97,96.81711217039762
SE,2020-04,106.58,96.46412840161707
SE,2020-05,107.25,97.07053641465032
SE,2020-06,107.93,97.68599529354974
SE,2020-07,108.18,97.91226694020393
SE,2020-08,107.99,97.74030048874674
SE,2020-09,108.06,97.80365654980993
SE,2020-10,107.99,97.74030048874674
SE,2020-11,107.91,97.6678935618174
SE,2020-12,108.79,98.46436975804018
SE,2021-01,108.73,98.41006456284317
SE,2021-02,109.11,98.75399746575755
SE,2021-03,109.22,98.8535569902854
SE,2021-04,109.54,99.14318469800277
SE,2021-05,109.79,99.36945634465697
SE,2021-06,109.87,99.4418632715863
SE,2021-07,110.18,99.72244011343751
SE,2021-08,110.72,100.21118687021058
SE,2021-09,111.29,100.72708622458215
SE,2021-10,111.53,100.94430700537016
SE,2021-11,112.15,101.50546068907258
SE,2021-12,113.71,102.91739576419477
SE,2022-01,112.98,102.25668255596452
SE,2022-02,113.95,103.13461654498279
SE,2022-03,116.12,105.09865443794122
SE,2022-04,116.78,105.69601158510831
SE,2022-05,118.04,106.83642068424545
SE,2022-06,119.61,108.2574066252338
SE,2022-07,119.36,108.03113497857962
SE,2022-08,121.22,109.71459602968683
SE,2022-09,122.7,111.05412417787967
SE,2022-10,122.45,110.82785253122547
SE,2022-11,123.47,111.7510408495746
SE,2022-12,126.04,114.07711337717974
SE,2023-01,123.81,112.05877028902431
SE,2023-02,125.0,113.13582332709828
SE,2023-03,125.57,113.65172268146983
SE,2023-04,125.82,113.87799432812405
SE,2023-05,125.91,113.95945212091956
SE,2023-06,127.17,115.09986122005671
SE,2023-07,126.93,114.88264043926868
SE,2023-08,126.72,114.69257225607916
SE,2023-09,127.19,115.11796295178904
SE,2023-10,127.29,115.20847161045073
SE,2023-11,127.52,115.41664152537258
SE,2023-12,128.38,116.19501598986301
SE,2024-01,128.05,115.8963374162795
SE,2024-02,128.31,116.13165992879983
SE,2024-03,128.48,116.28552464852469
SE,2024-04,128.82,116.5932540879744
SE,2024-05,129.02,116.77427140529777
SE,2024-06,128.92,116.68376274663608
SE,2024-07,129.11,116.85572919809329
SE,2024-08,128.35,116.16786339226451
SE,2024-09,128.76,116.53894889277738
SE,2024-10,129.36,117.0820008447475
SE,2024-11,130.11,117.76081578471008
SE,2024-12,130.46,118.07759609002595
SE,2025-01,130.62,118.22240994388463
SE,2025-02,131.94,119.41712423821878
SE,2025-03,131.19,118.7383092982562
SE,2025-04,131.5,119.01888614010738
SE,2025-05,131.96,119.4352259699511
SE,2025-06,132.71,120.11404090991371
SE,2025-07,133.12,120.48512641042659
SE,2025-08,132.69,120.09593917818135
SE,2025-09,132.9,120.28600736137089
SE,2025-10,133.42,120.7566523864116
SE,2025-11,133.03,120.40366861763107
SE,2025-12,133.14,120.5032281421589
SK,2020-01,108.23,97.04478035731633
SK,2020-02,108.37,97.17031181116485
SK,2020-03,108.34,97.14341221391159
SK,2020-04,108.26,97.07167995456957
SK,2020-05,108.58,97.3586089919376
SK,2020-06,108.46,97.25101060292458
SK,2020-07,108.54,97.32274286226661
SK,2020-08,108.41,97.20617794083583
SK,2020-09,108.45,97.24204407050684
SK,2020-10,108.61,97.38550858919085
SK,2020-11,108.71,97.47517391336835
SK,2020-12,108.65,97.42137471886187
SK,2021-01,109.0,97.73520335348313
SK,2021-02,109.31,98.01316585843341
SK,2021-03,109.93,98.56909086833396
SK,2021-04,110.1,98.7215219194357
SK,2021-05,110.78,99.33124612384276
SK,2021-06,111.19,99.69887395297054
SK,2021-07,111.7,100.15616710627584
SK,2021-08,111.97,100.39826348155509
SK,2021-09,112.82,101.16041873706392
SK,2021-10,113.4,101.68047761729346
SK,2021-11,113.96,102.1826034326875
SK,2021-12,114.15,102.35296754862478
SK,2022-01,117.37,105.24019098714051
SK,2022-02,118.36,106.12787769649783
SK,2022-03,120.43,107.98394990697224
SK,2022-04,122.06,109.44549469106562
SK,2022-05,123.82,111.02360439658973
SK,2022-06,125.21,112.2699524026571
SK,2022-07,126.02,112.9962415284949
SK,2022-08,126.95,113.83012904334574
SK,2022-09,128.14,114.89714640105805
SK,2022-10,129.81,116.39455731482245
SK,2022-11,131.12,117.56917306154779
SK,2022-12,131.31,117.73953717748505
SK,2023-01,135.05,121.09302030172384
SK,2023-02,136.59,122.47386629405746
SK,2023-03,138.31,124.01610986991057
SK,2023-04,139.16,124.77826512541938
SK,2023-05,139.07,124.69756633365962
SK,2023-06,139.39,124.98449537102765
SK,2023-07,139.06,124.68859980124188
SK,2023-08,139.18,124.7961981902549
SK,2023-09,139.62,125.19072561663592
SK,2023-10,139.89,125.43282199191516
SK,2023-11,140.14,125.65698530235893
SK,2023-12,139.96,125.49558771883945
SK,2024-01,141.02,126.44604015512103
SK,2024-02,141.82,127.16336274854108
SK,2024-03,142.0,127.32476033206059
SK,2024-04,142.53,127.7999865502014
SK,2024-05,142.72,127.97035066613864
SK,2024-06,142.79,128.0331163930629
SK,2024-07,143.24,128.4366103518617
SK,2024-08,143.65,128.80423818098947
SK,2024-09,143.73,128.87597044033146
SK,2024-10,144.82,129.85332247386629
SK,2024-11,145.18,130.17611764090532
SK,2024-12,144.48,129.54846037166277
SK,2025-01,147.01,131.8169930733537
SK,2025-02,147.59,132.33705195358328
SK,2025-03,148.01,132.71364631512878
SK,2025-04,148.15,132.83917776897732
SK,2025-05,148.92,133.5296007651441
SK,2025-06,149.32,133.88826206185414
SK,2025-07,149.85,134.36348827999493
SK,2025-08,150.0,134.4979862662612
SK,2025-09,150.29,134.75801570637594
SK,2025-10,150.44,134.8925136926422
SK,2025-11,150.86,135.26910805418777
SK,2025-12,150.36,134.82078143330023
