country,month,awd_median_eur__cyber_broad,awd_median_eur__cyber_strict,awd_median_eur__ict_generic,awd_median_eur__other,awd_total_eur__cyber_broad,awd_total_eur__cyber_strict,awd_total_eur__ict_generic,awd_total_eur__other,awd_total_eur_real__cyber_broad,awd_total_eur_real__cyber_strict,awd_total_eur_real__ict_generic,awd_total_eur_real__other,est_median_eur__cyber_broad,est_median_eur__cyber_strict,est_median_eur__ict_generic,est_median_eur__other,est_total_eur__cyber_broad,est_total_eur__cyber_strict,est_total_eur__ict_generic,est_total_eur__other,est_total_eur_real__cyber_broad,est_total_eur_real__cyber_strict,est_total_eur_real__ict_generic,est_total_eur_real__other,n_awards__cyber_broad,n_awards__cyber_strict,n_awards__ict_generic,n_awards__other,n_tenders__cyber_broad,n_tenders__cyber_strict,n_tenders__ict_generic,n_tenders__other,n_cyber,n_cyber_strict,n_ict72,n_ict_generic,cyber_share,v_cyber_real,v_cyber_nom,v_cyber_awd,v_cyber_awd_real,cyber_strict_est_median_eur,cyber_strict_awd_median_eur,group,treat_month,treated,rel_month,post_eforms
DE,2021-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,259.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,172.0,172.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-48.0,0
DE,2022-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,194.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-47.0,0
DE,2022-02,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,169.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-46.0,0
DE,2022-03,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,195.0,0.0,0.0,1.0,165.0,0.0,1.0,1.0,166.0,165.0,0.006024096385542169,,,0.0,0.0,,,late,2025-12,0,-45.0,0
DE,2022-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,210.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,173.0,173.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-44.0,0
DE,2022-05,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,178.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,208.0,208.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-43.0,0
DE,2022-06,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,175.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,169.0,169.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-42.0,0
DE,2022-07,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,221.0,0.0,0.0,0.0,223.0,0.0,0.0,0.0,223.0,223.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-41.0,0
DE,2022-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,211.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-40.0,0
DE,2022-09,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,189.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,187.0,187.0,0.0,0.0,0.0,,,,,late,2025-12,0,-39.0,0
DE,2022-10,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,231.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,211.0,211.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-38.0,0
DE,2022-11,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,222.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-37.0,0
DE,2022-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,304.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-36.0,0
DE,2023-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,194.0,0.0,0.0,1.0,139.0,0.0,1.0,1.0,140.0,139.0,0.007142857142857143,,,0.0,0.0,,,late,2025-12,0,-35.0,0
DE,2023-02,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,187.0,0.0,0.0,2.0,170.0,0.0,2.0,2.0,172.0,170.0,0.011627906976744186,,,0.0,0.0,,,late,2025-12,0,-34.0,0
DE,2023-03,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,212.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,196.0,196.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-33.0,0
DE,2023-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,186.0,0.0,0.0,1.0,184.0,0.0,1.0,1.0,185.0,184.0,0.005405405405405406,,,0.0,0.0,,,late,2025-12,0,-32.0,0
DE,2023-05,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,201.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,218.0,218.0,0.0,0.0,0.0,,,,,late,2025-12,0,-31.0,0
DE,2023-06,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,186.0,0.0,0.0,1.0,200.0,0.0,1.0,1.0,201.0,200.0,0.004975124378109453,,,0.0,0.0,,,late,2025-12,0,-30.0,0
DE,2023-07,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,208.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,217.0,217.0,0.0,0.0,0.0,,,,,late,2025-12,0,-29.0,0
DE,2023-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,177.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-28.0,0
DE,2023-09,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,184.0,0.0,0.0,0.0,211.0,0.0,0.0,0.0,211.0,211.0,0.0,0.0,0.0,,,,,late,2025-12,0,-27.0,0
DE,2023-10,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,196.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-26.0,0
DE,2023-11,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,158.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-25.0,1
DE,2023-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,207.0,0.0,0.0,1.0,240.0,0.0,1.0,1.0,241.0,240.0,0.004149377593360996,,,0.0,0.0,,,late,2025-12,0,-24.0,1
DE,2024-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,232.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,258.0,258.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-23.0,1
DE,2024-02,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,167.0,0.0,0.0,1.0,275.0,0.0,1.0,1.0,276.0,275.0,0.0036231884057971015,,,0.0,0.0,,,late,2025-12,0,-22.0,1
DE,2024-03,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,167.0,0.0,0.0,2.0,283.0,0.0,2.0,2.0,285.0,283.0,0.007017543859649123,,,0.0,0.0,,,late,2025-12,0,-21.0,1
DE,2024-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,163.0,0.0,0.0,1.0,265.0,0.0,1.0,1.0,266.0,265.0,0.0037593984962406013,,,0.0,0.0,,,late,2025-12,0,-20.0,1
DE,2024-05,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,247.0,0.0,0.0,1.0,331.0,0.0,1.0,1.0,332.0,331.0,0.0030120481927710845,,,0.0,0.0,,,late,2025-12,0,-19.0,1
DE,2024-06,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,176.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,298.0,298.0,0.0,0.0,0.0,,,,,late,2025-12,0,-18.0,1
DE,2024-07,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,216.0,0.0,0.0,1.0,349.0,0.0,1.0,1.0,350.0,349.0,0.002857142857142857,,,0.0,0.0,,,late,2025-12,0,-17.0,1
DE,2024-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,177.0,0.0,0.0,2.0,325.0,0.0,2.0,2.0,327.0,325.0,0.0061162079510703364,,,0.0,0.0,,,late,2025-12,0,-16.0,1
DE,2024-09,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,171.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,309.0,309.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-15.0,1
DE,2024-10,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,229.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,357.0,357.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-14.0,1
DE,2024-11,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,191.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,242.0,242.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-13.0,1
DE,2024-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,300.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,259.0,259.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-12.0,1
DE,2025-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,270.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,208.0,208.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-11.0,1
DE,2025-02,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,218.0,0.0,0.0,5.0,230.0,0.0,5.0,5.0,235.0,230.0,0.02127659574468085,,,,,,,late,2025-12,0,-10.0,1
DE,2025-03,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,170.0,0.0,0.0,13.0,258.0,0.0,13.0,13.0,271.0,258.0,0.04797047970479705,,,0.0,0.0,,,late,2025-12,0,-9.0,1
DE,2025-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,183.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,333.0,333.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-8.0,1
DE,2025-05,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,156.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,305.0,305.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-7.0,1
DE,2025-06,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,183.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,272.0,272.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-6.0,1
DE,2025-07,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,214.0,0.0,0.0,2.0,399.0,0.0,2.0,2.0,401.0,399.0,0.004987531172069825,,,0.0,0.0,,,late,2025-12,0,-5.0,1
DE,2025-08,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,218.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,329.0,329.0,0.0,0.0,0.0,,,,,late,2025-12,0,-4.0,1
DE,2025-09,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,190.0,0.0,0.0,1.0,343.0,0.0,1.0,1.0,344.0,343.0,0.0029069767441860465,,,0.0,0.0,,,late,2025-12,0,-3.0,1
DE,2025-10,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,5.0,225.0,0.0,0.0,2.0,361.0,0.0,2.0,2.0,363.0,361.0,0.005509641873278237,,,,,,,late,2025-12,0,-2.0,1
DE,2025-11,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,179.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,337.0,337.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,0,-1.0,1
DE,2025-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,304.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,317.0,317.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,1,0.0,1
DE,2026-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,239.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,246.0,246.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,1,1.0,1
DE,2026-02,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,205.0,0.0,0.0,1.0,304.0,0.0,1.0,1.0,305.0,304.0,0.003278688524590164,,,,,,,late,2025-12,1,2.0,1
DE,2026-03,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,238.0,0.0,0.0,1.0,339.0,0.0,1.0,1.0,340.0,339.0,0.0029411764705882353,,,,,,,late,2025-12,1,3.0,1
DE,2026-04,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,222.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,334.0,334.0,0.0,0.0,0.0,,,,,late,2025-12,1,4.0,1
DE,2026-05,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,169.0,0.0,0.0,3.0,321.0,0.0,3.0,3.0,324.0,321.0,0.009259259259259259,,,,,,,late,2025-12,1,5.0,1
DE,2026-06,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,211.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,396.0,396.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,1,6.0,1
DE,2026-07,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,263.0,0.0,0.0,0.0,399.0,0.0,0.0,0.0,399.0,399.0,0.0,0.0,0.0,0.0,0.0,,,late,2025-12,1,7.0,1
DE,2026-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,229.0,0.0,0.0,3.0,335.0,0.0,3.0,3.0,338.0,335.0,0.008875739644970414,,,0.0,0.0,,,late,2025-12,1,8.0,1
DK,2021-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-54.0,0
DK,2021-02,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-53.0,0
DK,2021-03,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,18.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,,,,,mid,2025-07,0,-52.0,0
DK,2021-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-51.0,0
DK,2021-05,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,18.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,,,,,mid,2025-07,0,-50.0,0
DK,2021-06,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-49.0,0
DK,2021-07,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-48.0,0
DK,2021-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-47.0,0
DK,2021-09,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-46.0,0
DK,2021-10,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-45.0,0
DK,2021-11,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-44.0,0
DK,2021-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,25.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0,17.0,16.0,0.058823529411764705,,,0.0,0.0,,,mid,2025-07,0,-43.0,0
DK,2022-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,31.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,11.0,10.0,0.09090909090909091,,,0.0,0.0,,,mid,2025-07,0,-42.0,0
DK,2022-02,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,15.0,0.0,0.0,1.0,21.0,0.0,1.0,1.0,22.0,21.0,0.045454545454545456,,,,,,,mid,2025-07,0,-41.0,0
DK,2022-03,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-40.0,0
DK,2022-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,28.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-39.0,0
DK,2022-05,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-38.0,0
DK,2022-06,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-37.0,0
DK,2022-07,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,24.0,0.0,0.0,1.0,26.0,0.0,1.0,1.0,27.0,26.0,0.037037037037037035,,,,,,,mid,2025-07,0,-36.0,0
DK,2022-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-35.0,0
DK,2022-09,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-34.0,0
DK,2022-10,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,15.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,,,,,mid,2025-07,0,-33.0,0
DK,2022-11,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,24.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,,,,,mid,2025-07,0,-32.0,0
DK,2022-12,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,22.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-31.0,0
DK,2023-01,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,26.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-30.0,0
DK,2023-02,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,17.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-29.0,0
DK,2023-03,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-28.0,0
DK,2023-04,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-27.0,0
DK,2023-05,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,17.0,0.0,0.0,2.0,23.0,0.0,2.0,2.0,25.0,23.0,0.08,,,,,,,mid,2025-07,0,-26.0,0
DK,2023-06,,,,,0.0,,,0.0,0.0,,,0.0,,,,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,19.0,0.0,0.0,2.0,18.0,0.0,2.0,2.0,20.0,18.0,0.1,,,,,,,mid,2025-07,0,-25.0,0
DK,2023-07,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,27.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-24.0,0
DK,2023-08,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,21.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-23.0,0
DK,2023-09,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,32.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,,mid,2025-07,0,-22.0,0
