country,month,category,n_tenders,est_total_eur,est_median_eur,est_total_eur_real,est_median_eur_real,n_awards,awd_total_eur,awd_median_eur,awd_total_eur_real,awd_median_eur_real,value_missing_share,group,treat_date,treat_month,treat_month_alt,treated,rel_month,post_eforms,month_2023_10
DK,2021-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-49.0,0,0
DK,2021-06,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-49.0,0,0
DK,2021-06,ict_generic,17.0,,,,,23.0,310847284.3795385,4854361.3549567,311962765.0651109,4871781.311972095,0.55,mid,2025-07-01,2025-07,2025-07,0,-49.0,0,0
DK,2021-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-49.0,0,0
DK,2021-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-48.0,0,0
DK,2021-07,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-48.0,0,0
DK,2021-07,ict_generic,24.0,,,,,16.0,554098933.7528405,1828620.601562395,551862542.0449111,1821240.1290489668,0.7,mid,2025-07-01,2025-07,2025-07,0,-48.0,0,0
DK,2021-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-48.0,0,0
DK,2021-08,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-47.0,0,0
DK,2021-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-47.0,0,0
DK,2021-08,ict_generic,11.0,,,,,16.0,205700601.8636798,8005284.392690503,205455720.19479448,7995754.292223016,0.6296296296296297,mid,2025-07-01,2025-07,2025-07,0,-47.0,0,0
DK,2021-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-47.0,0,0
DK,2021-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-46.0,0,0
DK,2021-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-46.0,0,0
DK,2021-09,ict_generic,17.0,,,,,21.0,599652197.5618939,2017186.42836971,596665315.1736586,2007138.773010183,0.5526315789473685,mid,2025-07-01,2025-07,2025-07,0,-46.0,0,0
DK,2021-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-46.0,0,0
DK,2021-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-45.0,0,0
DK,2021-10,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-45.0,0,0
DK,2021-10,ict_generic,27.0,,,,,17.0,116876192.38285977,1354854.9692196026,115092870.19861425,1334182.2995014628,0.7272727272727273,mid,2025-07-01,2025-07,2025-07,0,-45.0,0,0
DK,2021-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-45.0,0,0
DK,2021-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-44.0,0,0
DK,2021-11,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-44.0,0,0
DK,2021-11,ict_generic,13.0,,,,,13.0,1391483027.3970392,268914.794347411,1365124251.6208088,263820.7582524296,0.6538461538461539,mid,2025-07-01,2025-07,2025-07,0,-44.0,0,0
DK,2021-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-44.0,0,0
DK,2021-12,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-43.0,0,0
DK,2021-12,cyber_strict,1.0,,,,,0.0,0.0,,0.0,,1.0,mid,2025-07-01,2025-07,2025-07,0,-43.0,0,0
DK,2021-12,ict_generic,14.0,,,,,25.0,37012962.93268067,545510.8563513622,36516787.277186126,538198.0344294367,0.5897435897435898,mid,2025-07-01,2025-07,2025-07,0,-43.0,0,0
DK,2021-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-43.0,0,0
DK,2022-01,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-42.0,0,0
DK,2022-01,cyber_strict,1.0,,,,,0.0,0.0,,0.0,,1.0,mid,2025-07-01,2025-07,2025-07,0,-42.0,0,0
DK,2022-01,ict_generic,10.0,,,,,28.0,209046843.93243608,2915459.684724033,202998034.79087254,2831100.318846601,0.34210526315789475,mid,2025-07-01,2025-07,2025-07,0,-42.0,0,0
DK,2022-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-42.0,0,0
DK,2022-02,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-41.0,0,0
DK,2022-02,cyber_strict,1.0,,,,,1.0,1472486.0230082786,1472486.0230082786,1416761.2079173687,1416761.2079173687,0.5,mid,2025-07-01,2025-07,2025-07,0,-41.0,0,0
DK,2022-02,ict_generic,20.0,,,,,14.0,78892092.9431244,2098914.2296527256,75906497.68266211,2019482.8425213723,0.6764705882352942,mid,2025-07-01,2025-07,2025-07,0,-41.0,0,0
DK,2022-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-41.0,0,0
DK,2022-03,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-40.0,0,0
DK,2022-03,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-40.0,0,0
DK,2022-03,ict_generic,12.0,,,,,14.0,19405894.575560454,1394414.278802215,18535457.13672042,1331868.8295936452,0.6153846153846154,mid,2025-07-01,2025-07,2025-07,0,-40.0,0,0
DK,2022-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-40.0,0,0
DK,2022-04,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-39.0,0,0
DK,2022-04,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-39.0,0,0
DK,2022-04,ict_generic,14.0,,,,,28.0,1578745171.2080495,5417321.987874878,1480956170.2186422,5081767.830754721,0.5,mid,2025-07-01,2025-07,2025-07,0,-39.0,0,0
DK,2022-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-39.0,0,0
DK,2022-05,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-38.0,0,0
DK,2022-05,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-38.0,0,0
DK,2022-05,ict_generic,25.0,,,,,15.0,350409316.09166056,1821960.0,325213955.97445035,1690956.238938053,0.725,mid,2025-07-01,2025-07,2025-07,0,-38.0,0,0
DK,2022-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-38.0,0,0
DK,2022-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-37.0,0,0
DK,2022-06,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-37.0,0,0
DK,2022-06,ict_generic,10.0,,,,,20.0,290798724.3413271,4176826.0189267667,267522072.06400585,3842496.7432889873,0.5666666666666667,mid,2025-07-01,2025-07,2025-07,0,-37.0,0,0
DK,2022-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-37.0,0,0
DK,2022-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-36.0,0,0
DK,2022-07,cyber_strict,1.0,,,,,1.0,,,,,1.0,mid,2025-07-01,2025-07,2025-07,0,-36.0,0,0
DK,2022-07,ict_generic,24.0,,,,,24.0,1419151830.0392337,1353021.793459275,1289718788.3480468,1229620.1090904807,0.6041666666666666,mid,2025-07-01,2025-07,2025-07,0,-36.0,0,0
DK,2022-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-36.0,0,0
DK,2022-08,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-35.0,0,0
DK,2022-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-35.0,0,0
DK,2022-08,ict_generic,13.0,,,,,11.0,53306612.67995644,6772272.861693976,48444809.40043701,6154611.0603999635,0.8333333333333334,mid,2025-07-01,2025-07,2025-07,0,-35.0,0,0
DK,2022-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-35.0,0,0
DK,2022-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-34.0,0,0
DK,2022-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-34.0,0,0
DK,2022-09,ict_generic,16.0,,,,,12.0,28344139.92953769,2823871.1239007073,25385069.813068025,2529064.76617495,0.75,mid,2025-07-01,2025-07,2025-07,0,-34.0,0,0
DK,2022-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-34.0,0,0
DK,2022-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-33.0,0,0
DK,2022-10,cyber_strict,0.0,0.0,,0.0,,1.0,15862560.324779201,15862560.324779201,14026863.524968117,14026863.524968117,0.0,mid,2025-07-01,2025-07,2025-07,0,-33.0,0,0
DK,2022-10,ict_generic,17.0,,,,,15.0,1422775338.2892632,2028110.2716799527,1258124482.3194475,1793406.9539834321,0.6875,mid,2025-07-01,2025-07,2025-07,0,-33.0,0,0
DK,2022-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-33.0,0,0
DK,2022-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-32.0,0,0
DK,2022-11,cyber_strict,0.0,0.0,,0.0,,1.0,45034750.69568607,45034750.69568607,40264445.68806545,40264445.68806545,0.0,mid,2025-07-01,2025-07,2025-07,0,-32.0,0,0
DK,2022-11,ict_generic,21.0,,,,,22.0,749385548.1224678,2615911.852877519,670006899.9091543,2338821.445614065,0.627906976744186,mid,2025-07-01,2025-07,2025-07,0,-32.0,0,0
DK,2022-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-32.0,0,0
DK,2022-12,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-31.0,0,0
DK,2022-12,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-31.0,0,0
DK,2022-12,ict_generic,24.0,,,,,22.0,310069369.29427105,2374927.73303575,279128970.85610884,2137944.6008766037,0.6304347826086957,mid,2025-07-01,2025-07,2025-07,0,-31.0,0,0
DK,2022-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-31.0,0,0
DK,2023-01,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-30.0,0,0
DK,2023-01,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-30.0,0,0
DK,2023-01,ict_generic,15.0,,,,,26.0,320103580.712072,1212978.7720312437,286685422.9477245,1086346.2742679478,0.4634146341463415,mid,2025-07-01,2025-07,2025-07,0,-30.0,0,0
DK,2023-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-30.0,0,0
DK,2023-02,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-29.0,0,0
DK,2023-02,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-29.0,0,0
DK,2023-02,ict_generic,18.0,,,,,17.0,1518708829.7043536,11049588.835010141,1349784648.434272,9820556.178573633,0.6571428571428571,mid,2025-07-01,2025-07,2025-07,0,-29.0,0,0
DK,2023-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-29.0,0,0
DK,2023-03,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-28.0,0,0
DK,2023-03,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-28.0,0,0
DK,2023-03,ict_generic,24.0,,,,,34.0,123928310.81444074,1635596.8625765552,110330913.38424852,1456139.396967031,0.5689655172413793,mid,2025-07-01,2025-07,2025-07,0,-28.0,0,0
DK,2023-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-28.0,0,0
DK,2023-04,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-27.0,0,0
DK,2023-04,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-27.0,0,0
DK,2023-04,ict_generic,11.0,,,,,15.0,1592429935.0997074,1610349.1773799618,1414107446.6010315,1430020.06755058,0.6538461538461539,mid,2025-07-01,2025-07,2025-07,0,-27.0,0,0
DK,2023-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-27.0,0,0
DK,2023-05,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-26.0,0,0
DK,2023-05,cyber_strict,1.0,,,,,1.0,,,,,1.0,mid,2025-07-01,2025-07,2025-07,0,-26.0,0,0
DK,2023-05,ict_generic,22.0,,,,,15.0,38825225.21313016,1518742.2971068,35011139.24528827,1369545.1281949754,0.6486486486486487,mid,2025-07-01,2025-07,2025-07,0,-26.0,0,0
DK,2023-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-26.0,0,0
DK,2023-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-25.0,0,0
DK,2023-06,cyber_strict,1.0,,,,,1.0,,,,,1.0,mid,2025-07-01,2025-07,2025-07,0,-25.0,0,0
DK,2023-06,ict_generic,17.0,,,,,19.0,392079463.5678999,2197005.942248832,352350760.425737,1974387.3024279885,0.5555555555555556,mid,2025-07-01,2025-07,2025-07,0,-25.0,0,0
DK,2023-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-25.0,0,0
DK,2023-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-24.0,0,0
DK,2023-07,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-24.0,0,0
DK,2023-07,ict_generic,12.0,,,,,27.0,132388847.97845513,2957918.9483008534,116576661.89538608,2604632.659135618,0.5128205128205128,mid,2025-07-01,2025-07,2025-07,0,-24.0,0,0
DK,2023-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-24.0,0,0
DK,2023-08,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-23.0,0,0
DK,2023-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-23.0,0,0
DK,2023-08,ict_generic,9.0,,,,,21.0,80409935.75124124,1980131.3706019698,71405520.84599005,1758393.5435383709,0.4,mid,2025-07-01,2025-07,2025-07,0,-23.0,0,0
DK,2023-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-23.0,0,0
DK,2023-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-22.0,0,0
DK,2023-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-22.0,0,0
DK,2023-09,ict_generic,12.0,,,,,31.0,1775732451.1037202,3267313.386798273,1580899327.754692,2908824.2057764763,0.37209302325581395,mid,2025-07-01,2025-07,2025-07,0,-22.0,0,0
DK,2023-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-22.0,0,0
DK,2023-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-21.0,0,1
DK,2023-10,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-21.0,0,1
DK,2023-10,ict_generic,18.0,3485067.8247815133,3485067.8247815133,3094805.149229138,3094805.149229138,16.0,1827783983.4325237,4845761.621360784,1623106225.761947,4303126.587978089,0.6176470588235294,mid,2025-07-01,2025-07,2025-07,0,-21.0,0,1
DK,2023-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-21.0,0,1
DK,2023-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-20.0,1,0
DK,2023-11,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-20.0,1,0
DK,2023-11,ict_generic,24.0,472465952.4543785,1340824.070473713,421342404.4528312,1195739.1529841044,17.0,126704256.55998176,1123543.5298534478,112994123.35653134,1001969.6232430302,0.17073170731707318,mid,2025-07-01,2025-07,2025-07,0,-20.0,1,0
DK,2023-11,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-20.0,1,0
DK,2023-12,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-19.0,1,0
DK,2023-12,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-19.0,1,0
DK,2023-12,ict_generic,32.0,1583416655.7699738,2850000.0,1419323263.024581,2554647.4358974355,25.0,1120697814.394549,3015015.558774613,1004557122.0908405,2702562.0233033113,0.10526315789473684,mid,2025-07-01,2025-07,2025-07,0,-19.0,1,0
DK,2023-12,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-19.0,1,0
DK,2024-01,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-18.0,1,0
DK,2024-01,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-18.0,1,0
DK,2024-01,ict_generic,14.0,1161385701.0674248,6585457.678485222,1030459605.7482753,5843061.540026544,20.0,120149584.02617604,1326235.048007295,106604802.2398072,1176725.0478829527,0.0,mid,2025-07-01,2025-07,2025-07,0,-18.0,1,0
DK,2024-01,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-18.0,1,0
DK,2024-02,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-17.0,1,0
DK,2024-02,cyber_strict,0.0,0.0,,0.0,,1.0,17437961.09993293,17437961.09993293,15406960.154637458,15406960.154637458,0.0,mid,2025-07-01,2025-07,2025-07,0,-17.0,1,0
DK,2024-02,ict_generic,23.0,6736753856.472167,5365526.492287056,5952123510.509845,4740603.124503833,16.0,3190366692.68947,2207934.540576794,2818784388.3387375,1950776.2000252004,0.0,mid,2025-07-01,2025-07,2025-07,0,-17.0,1,0
DK,2024-02,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-17.0,1,0
DK,2024-03,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-16.0,1,0
DK,2024-03,cyber_strict,0.0,0.0,,0.0,,1.0,7241906.498940536,7241906.498940536,6398440.977897124,6398440.977897124,0.0,mid,2025-07-01,2025-07,2025-07,0,-16.0,1,0
DK,2024-03,ict_generic,12.0,106867914.3309283,5364375.184400397,94420998.44529155,4739585.909553426,15.0,88314138.61545476,1341093.7961000993,78028182.70678872,1184896.4773883566,0.037037037037037035,mid,2025-07-01,2025-07,2025-07,0,-16.0,1,0
DK,2024-03,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-16.0,1,0
DK,2024-04,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-15.0,1,0
DK,2024-04,cyber_strict,1.0,11972089656.281837,11972089656.281837,10577699264.553982,10577699264.553982,0.0,0.0,,0.0,,0.0,mid,2025-07-01,2025-07,2025-07,0,-15.0,1,0
DK,2024-04,ict_generic,18.0,188606539.2246233,6791247.5199742615,166639518.1228506,6000270.291973889,16.0,76600785.02868786,792739.2889699179,67679084.49775602,700408.8705199675,0.058823529411764705,mid,2025-07-01,2025-07,2025-07,0,-15.0,1,0
DK,2024-04,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-15.0,1,0
DK,2024-05,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-14.0,1,0
DK,2024-05,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-14.0,1,0
DK,2024-05,ict_generic,24.0,462598651.58298254,4691311.6907487335,408719743.7638188,4144914.183380568,23.0,359961878.0028303,4285363.509637294,318037084.71395814,3786246.824542639,0.10638297872340426,mid,2025-07-01,2025-07,2025-07,0,-14.0,1,0
DK,2024-05,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-14.0,1,0
DK,2024-06,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-13.0,1,0
DK,2024-06,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-13.0,1,0
DK,2024-06,ict_generic,26.0,711528314.028314,2413127.413127413,628127373.1794566,2130275.5677755675,17.0,61230435.56949807,1773680.8236808237,54053383.25211372,1565780.9459892793,0.06976744186046512,mid,2025-07-01,2025-07,2025-07,0,-13.0,1,0
DK,2024-06,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-13.0,1,0
DK,2024-07,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-12.0,1,0
DK,2024-07,cyber_strict,1.0,11970484947.591347,11970484947.591347,10435616033.903927,10435616033.903927,0.0,0.0,,0.0,,0.0,mid,2025-07-01,2025-07,2025-07,0,-12.0,1,0
DK,2024-07,ict_generic,25.0,269597590.0061657,1742487.199420958,235029486.7156827,1519063.5497861428,21.0,973959206.9498432,3877026.8477066187,849077072.5591421,3379910.146743405,0.08695652173913043,mid,2025-07-01,2025-07,2025-07,0,-12.0,1,0
DK,2024-07,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-12.0,1,0
DK,2024-08,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-11.0,1,0
DK,2024-08,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-11.0,1,0
DK,2024-08,ict_generic,18.0,830323484.7347683,3350577.6395850643,727486845.9612266,2935604.2602463127,19.0,1442993479.8349102,3793260.782158844,1264276868.8194337,3323460.5223801904,0.08108108108108109,mid,2025-07-01,2025-07,2025-07,0,-11.0,1,0
DK,2024-08,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-11.0,1,0
DK,2024-09,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-10.0,1,0
DK,2024-09,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-10.0,1,0
DK,2024-09,ict_generic,25.0,247508713.13672924,2840482.5737265414,217764062.8373698,2499124.244291703,17.0,87287269.0169437,1240402.144772118,76797418.94422793,1091335.360175972,0.047619047619047616,mid,2025-07-01,2025-07,2025-07,0,-10.0,1,0
DK,2024-09,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-10.0,1,0
DK,2024-10,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-9.0,1,0
DK,2024-10,cyber_strict,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-9.0,1,0
DK,2024-10,ict_generic,16.0,110624656.46910569,3351520.9201935837,96681340.39331214,2929089.637544184,33.0,6177615386.640195,1461267.952756961,5398978447.282421,1277087.3045448859,0.061224489795918366,mid,2025-07-01,2025-07,2025-07,0,-9.0,1,0
DK,2024-10,other,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-9.0,1,0
DK,2024-11,cyber_broad,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,mid,2025-07-01,2025-07,2025-07,0,-8.0,1,0
DK,2024-11,cyber_strict,1.0,938551.6806779024,938551.6806779024,823687.0921430547,823687.0921430547,0.0,0.0,,0.0,,0.0,mid,2025-07-01,2025-07,2025-07,0,-8.0,1,0
DK,2024-11,ict_generic,33.0,3604195198.637759,5363152.461016585,3163095995.457197,4706783.383674598,22.0,399857796.0339487,5734254.052532078,350921224.7620116,5032467.730203362,0.03636363636363636,mid,2025-07-01,2025-07,2025-07,0,-8.0,1,0
