rel_month,att,se,ci_lo,ci_hi
-18,0.2660809022044131,0.22900641142178163,-0.18276341641104094,0.7149252208198671
-17,0.2460775109786865,0.2356017599997175,-0.21569345331500936,0.7078484752723824
-16,0.4940519881025136,0.22068140424469945,0.061524383725178045,0.9265795924798492
-15,0.1887804709240109,0.2584330042750897,-0.3177389098716507,0.6952998517196725
-14,0.15637888035304914,0.1564633367541596,-0.1502836245860658,0.4630413852921641
-13,0.4716352622539536,0.23034591988643044,0.02016555529080133,0.9231049692171058
-12,0.09564487202867439,0.18602691026594287,-0.2689611722478381,0.4602509163051869
-11,0.33022580834401094,0.18591951448701352,-0.034169744073708375,0.6946213607617302
-10,0.17162184951266501,0.21887279102695678,-0.2573609380959318,0.6006046371212619
-9,0.25286262799065157,0.22132614095504172,-0.18092863711846563,0.6866538930997688
-8,-0.008410155968361616,0.162427348999427,-0.32676191011155653,0.30994159817483335
-7,-0.19756172029172528,0.16394707109698603,-0.5188920750126456,0.12376863442919497
-6,-0.08098420340035423,0.1805727131503213,-0.4349002177656662,0.2729318109649577
-5,-0.022131227928586912,0.12927499068049617,-0.2755055537641105,0.2312430979069367
-4,0.017105000262214204,0.15070102159610474,-0.278263574499544,0.31247357502397244
-3,0.22729473074061413,0.20950866832747855,-0.18333471363019138,0.6379241751114196
-2,0.2373559020984106,0.23225910203937739,-0.21786357298038247,0.6925753771772036
-1,0.0,,,
0,0.3306888359139391,0.15371342916307965,0.02941605081415416,0.631961621013724
1,0.30594105631228263,0.21421131439554247,-0.113905404983967,0.7257875176085322
2,0.02697271407921592,0.1819215482679931,-0.3295869685378156,0.38353239669624745
3,0.04159420342991568,0.2249007849994215,-0.39920323526373647,0.4823916421235679
4,0.23530855633150927,0.1855417549359128,-0.12834660097123662,0.5989637136342552
5,-0.04185274757305847,0.17414958253782614,-0.3831796572698832,0.29947416212376626
6,0.029905931208795145,0.2072390557911681,-0.3762751543319813,0.43608701674957157
7,0.2712815175083901,0.2460795349346518,-0.21102550829589345,0.7535885433126737
8,0.2984135496244843,0.28214959190212624,-0.25458948875635723,0.8514165880053258
9,0.22306766548401452,0.31060944261006496,-0.38571565528977364,0.8318509862578027
10,-0.03214373216075356,0.32954005540781783,-0.6780303722234104,0.6137429079019032
11,0.14360119142738414,0.31097960249800327,-0.4659076293952845,0.7531100122500528
12,0.16880275842871761,0.25847074824836896,-0.3377905991952048,0.67539611605264
13,0.034361714731859366,0.38421415242273194,-0.718684186367278,0.7874076158309967
14,-0.3086522450071951,0.3632647980296016,-1.0206381659964312,0.40333367598204084
15,-0.1125535414935247,0.2824021048614379,-0.6660514961802467,0.4409444131931973
16,-0.2489999228523192,0.3911037995451442,-1.0155492841775746,0.5175494384729362
17,-0.21555739244742078,0.3061757023626316,-0.8156507420194338,0.3845359571245922
18,-0.1065495196843661,0.3143122456995176,-0.7225902011553251,0.5094911617865929
