cohort_time,c0,c1,c2,c3,c4
37,-1.0123125380785098,0.19786973970533311,-1.400130101531278,-0.6244949746257418,*
44,0.11852584996919838,0.1446210293022756,-0.16492615887037362,0.40197785880877035,
46,-0.08143911690663666,0.20176530559261738,-0.47689184919788463,0.31401361538461137,
48,0.021145978297931807,0.38863047212833973,-0.7405557503684113,0.782847706964275,
51,0.6128942643262727,0.1475868158887234,0.323629420591431,0.9021591080611144,*
54,0.41801283909966264,0.20779834666782196,0.01073556358376282,0.8252901146155625,*
59,0.5595480206733032,0.22827702765559083,0.11213326797049133,1.006962773376115,*
60,-0.4268660734860688,0.13676386408005234,-0.6949183214695025,-0.15881382550263506,*
