rel_month,att,se,ci_lo,ci_hi
-18,0.24835976378713687,2.9717557148580984,-5.5761744081858176,6.072893935760092
-17,-0.5925227457108617,2.989785021075146,-6.452393708535475,5.267348217113751
-16,1.9097242300110884,2.2392795914526014,-2.4791831205515766,6.298631580573753
-15,-0.8484233162762149,2.904014662656948,-6.540187465660068,4.8433408331076375
-14,-1.2292534233165862,2.7943696172396564,-6.706117232599289,4.247610385966117
-13,-1.3089381435998861,2.921606188606157,-7.0351810502772905,4.417304763077518
-12,-0.3276668056274639,2.269482929744073,-4.775771611454292,4.120438000199364
-11,-1.4563314803416245,1.7720449840063095,-4.929475827978847,2.016812867295598
-10,-3.5570241409075978,3.117335233533332,-9.666888926370687,2.5528406445554914
-9,-2.2110496079608986,3.543183058266072,-9.155560792794883,4.733461576873086
-8,-0.6185707339309378,3.267595990735881,-7.02294119180074,5.785799723938865
-7,-1.8596027096618246,3.350918063177639,-8.42728142863471,4.708076009311062
-6,-0.9792516508418748,3.3117483665719254,-7.470159175182202,5.5116558734984515
-5,-5.0274386331403225,3.0516015025313883,-11.008467673270157,0.9535904069895134
-4,-3.9123167158438505,1.6487739913632138,-7.143854357562104,-0.6807790741255975
-3,-1.9972538624208698,3.1827984207784112,-8.235424137197516,4.2409164123557765
-2,-2.317650632089786,2.947828989511501,-8.09528928411543,3.459988019935857
-1,0.0,,,
0,3.751283898121961,2.561354081967047,-1.2688778541881045,8.771445650432026
1,2.2858332808545723,3.227511389985345,-4.039972803209514,8.611639364918657
2,-2.272028176329466,1.9088617920276651,-6.013328540168276,1.4692721875093446
3,-2.0362773036059054,4.417002332621049,-10.693442795172569,6.620888187960759
4,-1.6087788917854469,2.824994698432071,-7.145666757228897,3.9281089736580035
5,0.7551788770811947,2.141932273553284,-3.442931236407237,4.953288990569627
6,-3.7813324415510055,3.1047248050081904,-9.866481241275201,2.30381635817319
7,-1.0254686679410057,3.3980147165999255,-7.6854551314139385,5.634517795531927
8,-2.2448181812138035,2.9364128475902658,-8.000081606231428,3.5104452438038205
9,0.23336937936417357,4.07641850326807,-7.7562640729539165,8.223002831682264
10,-3.697491196891765,3.5907222334336404,-10.735177452908925,3.3401950591253953
11,0.5649275981761277,3.8299680727249745,-6.941671886303105,8.07152708265536
12,0.21476838231616235,1.4308755282685293,-2.5896961194498793,3.0192328840822036
13,2.903494365708958,5.579472699499643,-8.032071178034814,13.83905990945273
14,0.3179320505865739,3.7384923604849405,-7.009378332442042,7.64524243361519
15,-4.198356378899292,2.8618740011938715,-9.80752634953082,1.4108135917322357
16,-19.9728266873088,2.7946566815103298,-25.45025313222327,-14.495400242394329
17,2.5535011387252498,3.8246387909181467,-4.942653145349136,10.049655422799635
18,2.6841373480865505,7.044318133876091,-11.12247248995299,16.490747186126093
