cohort_time,c0,c1,c2,c3,c4
37,-11.717694969193992,1.3488280290468602,-14.361349327463984,-9.074040610924001,*
44,1.6862604179093161,1.8952618299109463,-2.0283845099896167,5.4009053458082485,
45,3.9591517570340775,2.5748732914081596,-1.0875071588800225,9.005810672948177,
48,-3.779053329584403,3.9728522320364994,-11.565700620275507,4.007593961106702,
51,3.883561162528677,1.894882366383967,0.16965996947607076,7.597462355581284,*
54,8.904683357270823,1.8398855382528594,5.298573966619127,12.510792747922519,*
60,-6.964936844332517,4.072128826525401,-14.946162684729657,1.016288996064623,
