rel_month,att,se,ci_lo,ci_hi
-18,0.048844106898995834,0.14272603386913038,-0.23089377914074366,0.3285819929387353
-17,0.13102324783106295,0.11331268634277064,-0.09106553639225115,0.353112032054377
-16,0.16243270229077023,0.1815380680636169,-0.19337537293689988,0.5182407775184403
-15,0.18987903666457384,0.15872619541615388,-0.1212185897541544,0.5009766630833021
-14,0.1229107692575005,0.11474631491790231,-0.10198787534027917,0.3478094138552802
-13,0.2434440751281608,0.1916324199898093,-0.1321485663221189,0.6190367165784405
-12,0.007175897369040923,0.10871974074935548,-0.2059108789082275,0.22026267364630936
-11,0.26072354215035953,0.1076504455221683,0.04973254600721852,0.4717145382935005
-10,0.18106158829458663,0.16455728737682626,-0.14146476835760052,0.5035879449467737
-9,0.13904053624545892,0.10288691650962983,-0.06261411459379504,0.3406951870847129
-8,0.008261837190240756,0.09952755875343712,-0.1868085934356902,0.20333226781617172
-7,0.011956566900869985,0.10908151005307824,-0.2018392641824072,0.22575239798414717
-6,0.10794741622215598,0.1836862564474085,-0.25207103086975297,0.4679658633140649
-5,0.09202983844073855,0.15839166298565105,-0.2184121164625435,0.40247179334402056
-4,-0.01638109513678586,0.1275990655938491,-0.26647066816169407,0.23370847788812232
-3,0.12888923604112085,0.1552317203930112,-0.17535934518737295,0.43313781726961464
-2,0.219843502389987,0.12627538998859203,-0.027651714121403076,0.4673387189013771
-1,0.0,,,
0,0.16560953863988556,0.10578156473084453,-0.041718518460862136,0.37293759574063323
1,0.05237711870158057,0.1412492662462953,-0.22446635598386733,0.32922059338702847
2,-0.07826237040070101,0.08624917143456816,-0.2473076401088754,0.0907828993074734
3,0.046793418270060984,0.1121745329444165,-0.17306462628359714,0.2666514628237191
4,0.11860901542117536,0.20276726490451236,-0.2788075210353613,0.516025551877712
5,0.13322762939598748,0.13385672591280437,-0.12912673248155848,0.39558199127353344
6,-0.07544197588217309,0.12070041864454054,-0.3120104493443794,0.16112649758003322
7,0.039624669064790355,0.13771020659041852,-0.23028237615600033,0.309531714285581
8,0.4070748617384755,0.20794290670849835,-0.0004857462507536492,0.8146354697277047
9,0.14962533900705233,0.13540579731380142,-0.11576514702592888,0.41501582504003354
10,0.08913051240155698,0.1493486543442392,-0.20358747125267332,0.3818484960557873
11,0.24441787521322764,0.17577941786781165,-0.10010345303109966,0.5889392034575549
12,0.12972732975467943,0.22851014536019376,-0.3181443252533129,0.5775989847626717
13,0.12475780753998386,0.18291769835630797,-0.23375429337334122,0.48326990845330897
14,0.08065437133636108,0.1211758186752267,-0.15684586906423933,0.31815461173696147
15,0.2578528278693869,0.18386725147048433,-0.1025203629491317,0.6182260186879055
16,-0.03985658175170646,0.25681077652292544,-0.5431964545784048,0.46348329107499187
17,-0.07311176178379439,0.09181130862395671,-0.2530586200602412,0.10683509649265244
18,0.07004611408610242,0.13181170932085148,-0.188300088923429,0.3283923170956339
