rel_month,att,se,ci_lo,ci_hi
-18,0.3809510419121585,0.23772019315045143,-0.08497197506063153,0.8468740588849486
-17,0.4060808865573836,0.26106968463392216,-0.10560629278033373,0.917768065895101
-16,0.4712081282452537,0.17365570162235627,0.13084920735540156,0.8115670491351059
-15,0.29112703464240985,0.23532833292083905,-0.17010802242428624,0.752362091709106
-14,0.40708925291702897,0.1524848496645218,0.10822443938656168,0.7059540664474963
-13,0.4982892827835669,0.21992478694153678,0.06724462107050999,0.9293339444966238
-12,0.2890414949723782,0.1951504181571914,-0.09344629618364836,0.6715292861284048
-11,0.38328925670036273,0.18820730679665473,0.014409713751638908,0.7521687996490866
-10,0.19514434516783014,0.23051666803682452,-0.25666002202052135,0.6469487123561817
-9,0.30031193305398113,0.22539751503944655,-0.14145907862815926,0.7420829447361215
-8,0.17089281686660174,0.14847190240814256,-0.12010676456950342,0.4618923983027069
-7,0.041214218813336596,0.15192858266641102,-0.2565603314350453,0.3389887690617185
-6,0.14898796103530312,0.19257025501178535,-0.22844280328149,0.5264187253520962
-5,0.2803722753662582,0.11940652920602599,0.04633977860351718,0.5144047721289993
-4,0.15586009601913525,0.1381165927496764,-0.11484345143761643,0.42656364347588693
-3,0.39653082063409484,0.1264521609748524,0.1486891393561228,0.6443725019120669
-2,0.24649239363915523,0.21461628367442567,-0.17414779285855067,0.6671325801368612
-1,0.0,,,
0,0.2790440027533859,0.1495204643142833,-0.014010722254315766,0.5720987277610876
1,0.3839378672519137,0.19242543970158477,0.006790935727523706,0.7610847987763036
2,0.09954713340298771,0.12491391304489786,-0.14527963733298013,0.3443739041389555
3,0.08841436325137672,0.14290881511671208,-0.1916817674506722,0.3685104939534256
4,0.47703090732476106,0.18828487471069325,0.10799933405816586,0.8460624805913562
5,0.033859397497074534,0.2220257879795217,-0.401303150581914,0.46902194557606314
6,0.08935024482902693,0.15159955082860202,-0.20777941486748236,0.3864799045255362
7,0.3933129458618382,0.18274339638389184,0.03514247053688302,0.7514834211867933
8,0.3110595317681345,0.1880507345123101,-0.05751313514229667,0.6796321986785656
9,0.22749803328911294,0.17516189610916788,-0.11581297454860273,0.5708090411268286
10,0.29876709064909535,0.24885309854340576,-0.18897601993717694,0.7865102012353676
11,0.07013453635680636,0.21310082524015356,-0.3475354061896587,0.4878044789032715
12,0.24475422756635085,0.20662118636315221,-0.16021585614836603,0.6497243112810678
13,0.47585274840526226,0.28541911142035353,-0.08355843047805545,1.03526392728858
14,-0.12013029879970485,0.2261680021209236,-0.5634114374120937,0.323150839812684
15,0.18410199206811273,0.24840059136469508,-0.3027542207451408,0.6709582048813663
16,0.1719743437079907,0.26163031458248304,-0.34081165013756054,0.6847603375535419
17,-0.22996590979810544,0.23084852978743176,-0.6824207140654935,0.22248889446928266
18,0.29728734054694933,0.37298265611540343,-0.4337452322973296,1.0283199133912282
