rel_month,att,se,ci_lo,ci_hi
-18,0.06710862636191128,0.04463348947961751,-0.020371405522486438,0.15458865824630902
-17,0.05301666112717094,0.04145196770955641,-0.0282277026718769,0.13426102492621877
-16,0.05497452365106619,0.04753843922700845,-0.03819910511511649,0.14814815241724888
-15,0.019200717875768932,0.043110014492368474,-0.06529335790227306,0.10369479365381093
-14,0.03903730226337605,0.03276243625667615,-0.025175892845498468,0.10325049737225057
-13,0.006776818150858881,0.012295469307266762,-0.01732185886440162,0.03087549516611938
-12,-0.020249813080917903,0.04163923437553829,-0.10186121280079512,0.06136158663895931
-11,-0.01931918888309333,0.04432949274768954,-0.10620339812149435,0.0675650203553077
-10,0.029570868753327963,0.024942495992356855,-0.01931552507622611,0.07845726258288203
-9,0.0045277014596701685,0.03156389525693895,-0.05733639645572482,0.06639179937506515
-8,0.012273372955357973,0.02775250513082945,-0.04212053758183081,0.06666728349254676
-7,0.04354431343539426,0.029705657347224,-0.014677705102252421,0.10176633197304094
-6,0.03147821668987871,0.04912067926335899,-0.06479654556244838,0.1277529789422058
-5,-0.02141072602720213,0.040852752440859806,-0.10148064948061813,0.058659197426213866
-4,0.012144599737618365,0.027486703232190955,-0.04172834865121661,0.06601754812645333
-3,-0.045905430679215015,0.062102111381264945,-0.1676233323503893,0.07581247099195927
-2,-0.005001401482433888,0.06097575630267567,-0.1245116877657694,0.11450888480090163
-1,0.0,,,
0,-0.015304372916471506,0.032696222205574874,-0.07938779086991703,0.048779045036974014
1,0.025926581227261696,0.039666808146982716,-0.05181893412248442,0.10367209657700782
2,0.00024044260524777594,0.04263374125504547,-0.08332015478084082,0.08380103999133637
3,-0.02729171625712229,0.04200180278954905,-0.1096137370103924,0.05503030449614782
4,0.0045359602522364074,0.036547917357670455,-0.06709664147874399,0.0761685619832168
5,-0.040996564052402415,0.04790994995272264,-0.13489834046085525,0.05290521235605042
6,-0.08417897401721737,0.08047474816192558,-0.24190658207952243,0.0735486340450877
7,-0.040386837943144634,0.044732174392819825,-0.12806028870323635,0.04728661281694708
8,-0.03207288943068144,0.05052836297068791,-0.13110666105099705,0.06696088218963415
9,-0.009934406198969362,0.049617865210339084,-0.10718363500099688,0.08731482260305816
10,0.004424449674319108,0.06074132132222517,-0.11462635249061708,0.1234752518392553
11,-0.022881600861539494,0.05985627898554353,-0.1401977519217865,0.0944345501987075
12,0.014814586079980537,0.05968337378078207,-0.10216267700619447,0.13179184916615555
13,0.004025346322722181,0.07298182685982282,-0.13901640584846853,0.14706709849391286
14,-0.11304615672471885,0.12402213093982281,-0.3561250666526823,0.1300327532032446
15,-0.02279457065325169,0.12958357229616005,-0.2767737053417677,0.23118456403526433
16,-0.19731894203260467,0.016003563637731276,-0.22868535038685278,-0.16595253367835655
17,-0.17955146935183158,0.02822445578426448,-0.23487038617223316,-0.12423255253143001
18,-0.20445988984039817,0.03493049532641985,-0.27292240264232576,-0.1359973770384706
