rel_month,att,se,ci_lo,ci_hi
-18,-0.02544596945356009,0.12312498527555654,-0.2667665061906754,0.2158745672835552
-17,0.19254978654885882,0.1277419101659341,-0.05781975669272302,0.4429193297904407
-16,0.40125929143902106,0.15097563802589684,0.10535247836530742,0.6971661045127346
-15,0.2575291598246632,0.18012674840430315,-0.09551277970007865,0.610571099349405
-14,0.27089992392353124,0.1131368224847143,0.04915582652818984,0.49264402131887264
-13,0.2699052414001339,0.1509855271195008,-0.02602095394088333,0.5658314367411511
-12,0.1949242946460878,0.13428900986184464,-0.06827732820267185,0.45812591749484743
-11,0.245410961862286,0.1672744522995114,-0.08244094017841958,0.5732628639029915
-10,0.24919592715415567,0.15109378361114156,-0.046942447011570076,0.5453343013198815
-9,0.2185423226560097,0.20803945190645887,-0.1892075104441024,0.6262921557561218
-8,0.035419021005095946,0.21565357001285282,-0.3872542093575826,0.45809225136777443
-7,0.1405658651574258,0.2053826674910544,-0.2619767661738062,0.5431084964886579
-6,-0.1353474739464568,0.09656121114819821,-0.32460397010049286,0.05390902220757926
-5,0.032670188097832516,0.17649701678395596,-0.3132576081774826,0.3785979843731476
-4,0.050832462663925895,0.14318613362462915,-0.22980720232588686,0.3314721276537386
-3,0.12149626063173247,0.10400792262817032,-0.0823555218263099,0.32534804308977483
-2,0.26640448593770494,0.13655643400089318,-0.0012412065612665835,0.5340501784366765
-1,0.0,,,
0,0.09090915472390688,0.10003322760597005,-0.10515236864109233,0.2869706780889061
1,0.08043204849206462,0.1890324711754228,-0.29006478692036997,0.45092888390449914
2,-0.018552366073664395,0.13397233028472522,-0.2811333083566306,0.2440285762093018
3,0.02144407187846603,0.1703593511802672,-0.31245412086446883,0.3553422646214009
4,0.21738279099438604,0.21040674466554757,-0.19500685065440235,0.6297724326431744
5,0.03068179689468474,0.16733721927246906,-0.2972931261524364,0.3586567199418059
6,-0.01351128860948974,0.13418246408866055,-0.2765040855801036,0.2494815083611241
7,0.18020598051082581,0.20499760964439423,-0.22158195130898772,0.5819939123306394
8,0.12082881856282791,0.18240031583386246,-0.2366692312402735,0.4783268683659293
9,0.1911865267218938,0.14791561701074946,-0.09872275537019531,0.4810958088139829
10,0.04547889605260609,0.18090331312272243,-0.309085082351902,0.4000428744571142
11,0.16533689146747604,0.1452920820436654,-0.11943035657694684,0.4501041395118989
12,0.1011803639681516,0.18263474637341265,-0.2567771612493444,0.45913788918564763
13,-0.07697851704038104,0.13638696513293797,-0.3442920566616596,0.19033502258089746
14,0.16558998729976854,0.17902912832884754,-0.18530065640837218,0.5164806310079093
15,-0.03587445298950423,0.08958938050082117,-0.21146641216836873,0.13971750618936027
16,0.07713180303085053,0.15588575295642712,-0.22839865846665486,0.38266226452835594
17,0.014413745643667038,0.15028863504815929,-0.2801465663364093,0.30897405762374336
18,-0.00256322155394733,0.22419471808838354,-0.4419767945312897,0.436850351423395
